County,Species,CountySpecies,Agg Total,Agg Present
South Aberdeenshire,Buffish Mining Bee,South Aberdeenshire Buffish Mining Bee,0,0
South Devon,Buffish Mining Bee,South Devon Buffish Mining Bee,0,0
South East Yorkshire,Buffish Mining Bee,South East Yorkshire Buffish Mining Bee,0,0
South Ebudes,Buffish Mining Bee,South Ebudes Buffish Mining Bee,0,0
South Essex,Buffish Mining Bee,South Essex Buffish Mining Bee,0,0
South Hampshire,Buffish Mining Bee,South Hampshire Buffish Mining Bee,0,0
South Lanarkshire,Buffish Mining Bee,South Lanarkshire Buffish Mining Bee,0,0
South Lancashire,Buffish Mining Bee,South Lancashire Buffish Mining Bee,0,0
South Lincolnshire,Buffish Mining Bee,South Lincolnshire Buffish Mining Bee,0,0
South Northumberland,Buffish Mining Bee,South Northumberland Buffish Mining Bee,0,0
South Somerset,Buffish Mining Bee,South Somerset Buffish Mining Bee,0,0
South Wiltshire,Buffish Mining Bee,South Wiltshire Buffish Mining Bee,0,0
South-east Yorkshire,Buffish Mining Bee,South-east Yorkshire Buffish Mining Bee,0,0
South-west Yorkshire,Buffish Mining Bee,South-west Yorkshire Buffish Mining Bee,0,0
Staffordshire,Buffish Mining Bee,Staffordshire Buffish Mining Bee,0,0
Stirlingshire,Buffish Mining Bee,Stirlingshire Buffish Mining Bee,0,0
Surrey,Buffish Mining Bee,Surrey Buffish Mining Bee,0,0
Sussex,Buffish Mining Bee,Sussex Buffish Mining Bee,0,0
Warwickshire,Buffish Mining Bee,Warwickshire Buffish Mining Bee,0,0
West Cornwall with Scilly,Buffish Mining Bee,West Cornwall with Scilly Buffish Mining Bee,0,0
West Gloucestershire,Buffish Mining Bee,West Gloucestershire Buffish Mining Bee,0,0
West Inverness-shire,Buffish Mining Bee,West Inverness-shire Buffish Mining Bee,0,0
West Kent,Buffish Mining Bee,West Kent Buffish Mining Bee,0,0
West Lancashire,Buffish Mining Bee,West Lancashire Buffish Mining Bee,0,0
West Norfolk,Buffish Mining Bee,West Norfolk Buffish Mining Bee,2,1
West Perthshire,Buffish Mining Bee,West Perthshire Buffish Mining Bee,0,0
West Suffolk,Buffish Mining Bee,West Suffolk Buffish Mining Bee,0,0
West Sussex,Buffish Mining Bee,West Sussex Buffish Mining Bee,0,0
Westmorland,Buffish Mining Bee,Westmorland Buffish Mining Bee,0,0
Worcestershire,Buffish Mining Bee,Worcestershire Buffish Mining Bee,0,0
Yorkshire,Buffish Mining Bee,Yorkshire Buffish Mining Bee,0,0
Aberdeenshire,Brassy Mining Bee,Aberdeenshire Brassy Mining Bee,0,0
Alderney,Brassy Mining Bee,Alderney Brassy Mining Bee,0,0
Angus,Brassy Mining Bee,Angus Brassy Mining Bee,0,0
Argyll & Bute,Brassy Mining Bee,Argyll & Bute Brassy Mining Bee,0,0
Argyllshire,Brassy Mining Bee,Argyllshire Brassy Mining Bee,0,0
Ayrshire,Brassy Mining Bee,Ayrshire Brassy Mining Bee,0,0
Bedfordshire,Brassy Mining Bee,Bedfordshire Brassy Mining Bee,0,0
Berkshire,Brassy Mining Bee,Berkshire Brassy Mining Bee,0,0
Berwickshire,Brassy Mining Bee,Berwickshire Brassy Mining Bee,0,0
Buckinghamshire,Brassy Mining Bee,Buckinghamshire Brassy Mining Bee,0,0
Caernarvonshire,Brassy Mining Bee,Caernarvonshire Brassy Mining Bee,0,0
Caithness,Brassy Mining Bee,Caithness Brassy Mining Bee,0,0
Camarthenshire,Brassy Mining Bee,Camarthenshire Brassy Mining Bee,0,0
Cambridgeshire,Brassy Mining Bee,Cambridgeshire Brassy Mining Bee,0,0
Cardiganshire,Brassy Mining Bee,Cardiganshire Brassy Mining Bee,0,0
Carmarthenshire,Brassy Mining Bee,Carmarthenshire Brassy Mining Bee,0,0
Ceredigion,Brassy Mining Bee,Ceredigion Brassy Mining Bee,0,0
Cheshire,Brassy Mining Bee,Cheshire Brassy Mining Bee,0,0
Clyde Isles,Brassy Mining Bee,Clyde Isles Brassy Mining Bee,0,0
Conwy,Brassy Mining Bee,Conwy Brassy Mining Bee,0,0
County Durham,Brassy Mining Bee,County Durham Brassy Mining Bee,0,0
Cumberland,Brassy Mining Bee,Cumberland Brassy Mining Bee,0,0
Denbighshire,Brassy Mining Bee,Denbighshire Brassy Mining Bee,0,0
Derbyshire,Brassy Mining Bee,Derbyshire Brassy Mining Bee,0,0
Dorset,Brassy Mining Bee,Dorset Brassy Mining Bee,0,0
Dumfriesshire,Brassy Mining Bee,Dumfriesshire  Brassy Mining Bee,0,0
Dunbartonshire,Brassy Mining Bee,Dunbartonshire Brassy Mining Bee,0,0
East Cornwall,Brassy Mining Bee,East Cornwall Brassy Mining Bee,0,0
East Gloucestershire,Brassy Mining Bee,East Gloucestershire Brassy Mining Bee,0,0
East Inverness-shire,Brassy Mining Bee,East Inverness-shire Brassy Mining Bee,0,0
East Kent,Brassy Mining Bee,East Kent Brassy Mining Bee,0,0
East Lothian,Brassy Mining Bee,East Lothian Brassy Mining Bee,0,0
East Norfolk,Brassy Mining Bee,East Norfolk Brassy Mining Bee,0,0
East Perthshire,Brassy Mining Bee,East Perthshire Brassy Mining Bee,0,0
East Suffolk,Brassy Mining Bee,East Suffolk Brassy Mining Bee,0,0
East Sussex,Brassy Mining Bee,East Sussex Brassy Mining Bee,0,0
East Sutherland,Brassy Mining Bee,East Sutherland Brassy Mining Bee,0,0
Fifeshire,Brassy Mining Bee,Fifeshire Brassy Mining Bee,0,0
Flintshire,Brassy Mining Bee,Flintshire Brassy Mining Bee,0,0
Glamorganshire,Brassy Mining Bee,Glamorganshire Brassy Mining Bee,0,0
Gwent,Brassy Mining Bee,Gwent Brassy Mining Bee,0,0
Herefordshire,Brassy Mining Bee,Herefordshire Brassy Mining Bee,0,0
Hertfordshire,Brassy Mining Bee,Hertfordshire Brassy Mining Bee,0,0
Huntingdonshire,Brassy Mining Bee,Huntingdonshire Brassy Mining Bee,0,0
Isle of Man,Brassy Mining Bee,Isle of Man Brassy Mining Bee,0,0
Isle of Wight,Brassy Mining Bee,Isle of Wight Brassy Mining Bee,0,0
Kincardineshire,Brassy Mining Bee,Kincardineshire Brassy Mining Bee,0,0
Kirkudbrightshire,Brassy Mining Bee,Kirkudbrightshire Brassy Mining Bee,0,0
Lanarkshire,Brassy Mining Bee,Lanarkshire Brassy Mining Bee,0,0
Lancashire,Brassy Mining Bee,Lancashire Brassy Mining Bee,0,0
Leicestershire,Brassy Mining Bee,Leicestershire Brassy Mining Bee,0,0
Lincolnshire,Brassy Mining Bee,Lincolnshire Brassy Mining Bee,0,0
Linlithgow,Brassy Mining Bee,Linlithgow Brassy Mining Bee,0,0
Mid Perthshire,Brassy Mining Bee,Mid Perthshire Brassy Mining Bee,0,0
Mid-west Yorkshire,Brassy Mining Bee,Mid-west Yorkshire Brassy Mining Bee,0,0
Middlesex,Brassy Mining Bee,Middlesex Brassy Mining Bee,0,0
Midlothian,Brassy Mining Bee,Midlothian Brassy Mining Bee,0,0
Monmouthshire,Brassy Mining Bee,Monmouthshire Brassy Mining Bee,0,0
Moray,Brassy Mining Bee,Moray Brassy Mining Bee,0,0
North Aberdeenshire,Brassy Mining Bee,North Aberdeenshire Brassy Mining Bee,0,0
North Ayrshire,Brassy Mining Bee,North Ayrshire Brassy Mining Bee,0,0
North Devon,Brassy Mining Bee,North Devon Brassy Mining Bee,0,0
North Essex,Brassy Mining Bee,North Essex Brassy Mining Bee,0,0
North Hampshire,Brassy Mining Bee,North Hampshire Brassy Mining Bee,0,0
North Lanarkshire,Brassy Mining Bee,North Lanarkshire Brassy Mining Bee,0,0
North Lincolnshire,Brassy Mining Bee,North Lincolnshire Brassy Mining Bee,0,0
North Northumberland,Brassy Mining Bee,North Northumberland Brassy Mining Bee,0,0
North Somerset,Brassy Mining Bee,North Somerset Brassy Mining Bee,0,0
North Wiltshire,Brassy Mining Bee,North Wiltshire Brassy Mining Bee,0,0
North-east Yorkshire,Brassy Mining Bee,North-east Yorkshire Brassy Mining Bee,0,0
North-west Yorkshire,Brassy Mining Bee,North-west Yorkshire Brassy Mining Bee,0,0
Northamptonshire,Brassy Mining Bee,Northamptonshire Brassy Mining Bee,0,0
Northumberland,Brassy Mining Bee,Northumberland Brassy Mining Bee,0,0
Nottinghamshire,Brassy Mining Bee,Nottinghamshire Brassy Mining Bee,0,0
Orkney,Brassy Mining Bee,Orkney Brassy Mining Bee,0,0
Oxfordshire,Brassy Mining Bee,Oxfordshire Brassy Mining Bee,0,0
Pembrokeshire,Brassy Mining Bee,Pembrokeshire Brassy Mining Bee,0,0
Perthshire,Brassy Mining Bee,Perthshire Brassy Mining Bee,0,0
Radnorshire,Brassy Mining Bee,Radnorshire Brassy Mining Bee,0,0
Renfrewshire,Brassy Mining Bee,Renfrewshire Brassy Mining Bee,0,0
Roxburghshire,Brassy Mining Bee,Roxburghshire Brassy Mining Bee,0,0
Shropshire,Brassy Mining Bee,Shropshire Brassy Mining Bee,0,0
South Aberdeenshire,Brassy Mining Bee,South Aberdeenshire Brassy Mining Bee,0,0
South Devon,Brassy Mining Bee,South Devon Brassy Mining Bee,0,0
South East Yorkshire,Brassy Mining Bee,South East Yorkshire Brassy Mining Bee,0,0
South Ebudes,Brassy Mining Bee,South Ebudes Brassy Mining Bee,0,0
South Essex,Brassy Mining Bee,South Essex Brassy Mining Bee,0,0
South Hampshire,Brassy Mining Bee,South Hampshire Brassy Mining Bee,0,0
South Lanarkshire,Brassy Mining Bee,South Lanarkshire Brassy Mining Bee,0,0
South Lancashire,Brassy Mining Bee,South Lancashire Brassy Mining Bee,0,0
South Lincolnshire,Brassy Mining Bee,South Lincolnshire Brassy Mining Bee,0,0
South Northumberland,Brassy Mining Bee,South Northumberland Brassy Mining Bee,0,0
South Somerset,Brassy Mining Bee,South Somerset Brassy Mining Bee,0,0
South Wiltshire,Brassy Mining Bee,South Wiltshire Brassy Mining Bee,0,0
South-east Yorkshire,Brassy Mining Bee,South-east Yorkshire Brassy Mining Bee,0,0
South-west Yorkshire,Brassy Mining Bee,South-west Yorkshire Brassy Mining Bee,0,0
Staffordshire,Brassy Mining Bee,Staffordshire Brassy Mining Bee,0,0
Stirlingshire,Brassy Mining Bee,Stirlingshire Brassy Mining Bee,0,0
Surrey,Brassy Mining Bee,Surrey Brassy Mining Bee,0,0
Sussex,Brassy Mining Bee,Sussex Brassy Mining Bee,0,0
Warwickshire,Brassy Mining Bee,Warwickshire Brassy Mining Bee,0,0
West Cornwall with Scilly,Brassy Mining Bee,West Cornwall with Scilly Brassy Mining Bee,0,0
West Gloucestershire,Brassy Mining Bee,West Gloucestershire Brassy Mining Bee,0,0
West Inverness-shire,Brassy Mining Bee,West Inverness-shire Brassy Mining Bee,0,0
West Kent,Brassy Mining Bee,West Kent Brassy Mining Bee,0,0
West Lancashire,Brassy Mining Bee,West Lancashire Brassy Mining Bee,0,0
West Norfolk,Brassy Mining Bee,West Norfolk Brassy Mining Bee,1,1
West Perthshire,Brassy Mining Bee,West Perthshire Brassy Mining Bee,0,0
West Suffolk,Brassy Mining Bee,West Suffolk Brassy Mining Bee,0,0
West Sussex,Brassy Mining Bee,West Sussex Brassy Mining Bee,0,0
Westmorland,Brassy Mining Bee,Westmorland Brassy Mining Bee,0,0
Worcestershire,Brassy Mining Bee,Worcestershire Brassy Mining Bee,0,0
Yorkshire,Brassy Mining Bee,Yorkshire Brassy Mining Bee,0,0
Aberdeenshire,Gwynne's Mining Bee,Aberdeenshire Gwynne's Mining Bee,0,0
Alderney,Gwynne's Mining Bee,Alderney Gwynne's Mining Bee,0,0
Angus,Gwynne's Mining Bee,Angus Gwynne's Mining Bee,0,0
Argyll & Bute,Gwynne's Mining Bee,Argyll & Bute Gwynne's Mining Bee,0,0
Argyllshire,Gwynne's Mining Bee,Argyllshire Gwynne's Mining Bee,0,0
Ayrshire,Gwynne's Mining Bee,Ayrshire Gwynne's Mining Bee,0,0
Bedfordshire,Gwynne's Mining Bee,Bedfordshire Gwynne's Mining Bee,0,0
Berkshire,Gwynne's Mining Bee,Berkshire Gwynne's Mining Bee,0,0
Berwickshire,Gwynne's Mining Bee,Berwickshire Gwynne's Mining Bee,0,0
Buckinghamshire,Gwynne's Mining Bee,Buckinghamshire Gwynne's Mining Bee,0,0
Caernarvonshire,Gwynne's Mining Bee,Caernarvonshire Gwynne's Mining Bee,0,0
Caithness,Gwynne's Mining Bee,Caithness Gwynne's Mining Bee,0,0
Camarthenshire,Gwynne's Mining Bee,Camarthenshire Gwynne's Mining Bee,0,0
Cambridgeshire,Gwynne's Mining Bee,Cambridgeshire Gwynne's Mining Bee,0,0
Cardiganshire,Gwynne's Mining Bee,Cardiganshire Gwynne's Mining Bee,0,0
Carmarthenshire,Gwynne's Mining Bee,Carmarthenshire Gwynne's Mining Bee,0,0
Ceredigion,Gwynne's Mining Bee,Ceredigion Gwynne's Mining Bee,0,0
Cheshire,Gwynne's Mining Bee,Cheshire Gwynne's Mining Bee,0,0
Clyde Isles,Gwynne's Mining Bee,Clyde Isles Gwynne's Mining Bee,0,0
Conwy,Gwynne's Mining Bee,Conwy Gwynne's Mining Bee,0,0
County Durham,Gwynne's Mining Bee,County Durham Gwynne's Mining Bee,0,0
Cumberland,Gwynne's Mining Bee,Cumberland Gwynne's Mining Bee,0,0
Denbighshire,Gwynne's Mining Bee,Denbighshire Gwynne's Mining Bee,0,0
Derbyshire,Gwynne's Mining Bee,Derbyshire Gwynne's Mining Bee,0,0
Dorset,Gwynne's Mining Bee,Dorset Gwynne's Mining Bee,0,0
Dumfriesshire,Gwynne's Mining Bee,Dumfriesshire  Gwynne's Mining Bee,0,0
Dunbartonshire,Gwynne's Mining Bee,Dunbartonshire Gwynne's Mining Bee,0,0
East Cornwall,Gwynne's Mining Bee,East Cornwall Gwynne's Mining Bee,0,0
East Gloucestershire,Gwynne's Mining Bee,East Gloucestershire Gwynne's Mining Bee,0,0
East Inverness-shire,Gwynne's Mining Bee,East Inverness-shire Gwynne's Mining Bee,0,0
East Kent,Gwynne's Mining Bee,East Kent Gwynne's Mining Bee,0,0
East Lothian,Gwynne's Mining Bee,East Lothian Gwynne's Mining Bee,0,0
East Norfolk,Gwynne's Mining Bee,East Norfolk Gwynne's Mining Bee,0,0
East Perthshire,Gwynne's Mining Bee,East Perthshire Gwynne's Mining Bee,0,0
East Suffolk,Gwynne's Mining Bee,East Suffolk Gwynne's Mining Bee,0,0
East Sussex,Gwynne's Mining Bee,East Sussex Gwynne's Mining Bee,0,0
East Sutherland,Gwynne's Mining Bee,East Sutherland Gwynne's Mining Bee,0,0
Fifeshire,Gwynne's Mining Bee,Fifeshire Gwynne's Mining Bee,0,0
Flintshire,Gwynne's Mining Bee,Flintshire Gwynne's Mining Bee,0,0
Glamorganshire,Gwynne's Mining Bee,Glamorganshire Gwynne's Mining Bee,0,0
Gwent,Gwynne's Mining Bee,Gwent Gwynne's Mining Bee,0,0
Herefordshire,Gwynne's Mining Bee,Herefordshire Gwynne's Mining Bee,0,0
Hertfordshire,Gwynne's Mining Bee,Hertfordshire Gwynne's Mining Bee,0,0
Huntingdonshire,Gwynne's Mining Bee,Huntingdonshire Gwynne's Mining Bee,0,0
Isle of Man,Gwynne's Mining Bee,Isle of Man Gwynne's Mining Bee,0,0
Isle of Wight,Gwynne's Mining Bee,Isle of Wight Gwynne's Mining Bee,0,0
Kincardineshire,Gwynne's Mining Bee,Kincardineshire Gwynne's Mining Bee,0,0
Kirkudbrightshire,Gwynne's Mining Bee,Kirkudbrightshire Gwynne's Mining Bee,0,0
Lanarkshire,Gwynne's Mining Bee,Lanarkshire Gwynne's Mining Bee,0,0
Lancashire,Gwynne's Mining Bee,Lancashire Gwynne's Mining Bee,0,0
Leicestershire,Gwynne's Mining Bee,Leicestershire Gwynne's Mining Bee,0,0
Lincolnshire,Gwynne's Mining Bee,Lincolnshire Gwynne's Mining Bee,0,0
Linlithgow,Gwynne's Mining Bee,Linlithgow Gwynne's Mining Bee,0,0
Mid Perthshire,Gwynne's Mining Bee,Mid Perthshire Gwynne's Mining Bee,0,0
Mid-west Yorkshire,Gwynne's Mining Bee,Mid-west Yorkshire Gwynne's Mining Bee,0,0
Middlesex,Gwynne's Mining Bee,Middlesex Gwynne's Mining Bee,0,0
Midlothian,Gwynne's Mining Bee,Midlothian Gwynne's Mining Bee,0,0
Monmouthshire,Gwynne's Mining Bee,Monmouthshire Gwynne's Mining Bee,0,0
Moray,Gwynne's Mining Bee,Moray Gwynne's Mining Bee,0,0
North Aberdeenshire,Gwynne's Mining Bee,North Aberdeenshire Gwynne's Mining Bee,0,0
North Ayrshire,Gwynne's Mining Bee,North Ayrshire Gwynne's Mining Bee,0,0
North Devon,Gwynne's Mining Bee,North Devon Gwynne's Mining Bee,0,0
North Essex,Gwynne's Mining Bee,North Essex Gwynne's Mining Bee,0,0
North Hampshire,Gwynne's Mining Bee,North Hampshire Gwynne's Mining Bee,0,0
North Lanarkshire,Gwynne's Mining Bee,North Lanarkshire Gwynne's Mining Bee,0,0
North Lincolnshire,Gwynne's Mining Bee,North Lincolnshire Gwynne's Mining Bee,0,0
North Northumberland,Gwynne's Mining Bee,North Northumberland Gwynne's Mining Bee,0,0
North Somerset,Gwynne's Mining Bee,North Somerset Gwynne's Mining Bee,0,0
North Wiltshire,Gwynne's Mining Bee,North Wiltshire Gwynne's Mining Bee,0,0
North-east Yorkshire,Gwynne's Mining Bee,North-east Yorkshire Gwynne's Mining Bee,0,0
North-west Yorkshire,Gwynne's Mining Bee,North-west Yorkshire Gwynne's Mining Bee,0,0
Northamptonshire,Gwynne's Mining Bee,Northamptonshire Gwynne's Mining Bee,0,0
Northumberland,Gwynne's Mining Bee,Northumberland Gwynne's Mining Bee,0,0
Nottinghamshire,Gwynne's Mining Bee,Nottinghamshire Gwynne's Mining Bee,0,0
Orkney,Gwynne's Mining Bee,Orkney Gwynne's Mining Bee,0,0
Oxfordshire,Gwynne's Mining Bee,Oxfordshire Gwynne's Mining Bee,0,0
Pembrokeshire,Gwynne's Mining Bee,Pembrokeshire Gwynne's Mining Bee,0,0
Perthshire,Gwynne's Mining Bee,Perthshire Gwynne's Mining Bee,0,0
Radnorshire,Gwynne's Mining Bee,Radnorshire Gwynne's Mining Bee,0,0
Renfrewshire,Gwynne's Mining Bee,Renfrewshire Gwynne's Mining Bee,0,0
Roxburghshire,Gwynne's Mining Bee,Roxburghshire Gwynne's Mining Bee,0,0
Shropshire,Gwynne's Mining Bee,Shropshire Gwynne's Mining Bee,0,0
South Aberdeenshire,Gwynne's Mining Bee,South Aberdeenshire Gwynne's Mining Bee,0,0
South Devon,Gwynne's Mining Bee,South Devon Gwynne's Mining Bee,0,0
South East Yorkshire,Gwynne's Mining Bee,South East Yorkshire Gwynne's Mining Bee,0,0
South Ebudes,Gwynne's Mining Bee,South Ebudes Gwynne's Mining Bee,0,0
South Essex,Gwynne's Mining Bee,South Essex Gwynne's Mining Bee,0,0
South Hampshire,Gwynne's Mining Bee,South Hampshire Gwynne's Mining Bee,0,0
South Lanarkshire,Gwynne's Mining Bee,South Lanarkshire Gwynne's Mining Bee,0,0
South Lancashire,Gwynne's Mining Bee,South Lancashire Gwynne's Mining Bee,0,0
South Lincolnshire,Gwynne's Mining Bee,South Lincolnshire Gwynne's Mining Bee,0,0
South Northumberland,Gwynne's Mining Bee,South Northumberland Gwynne's Mining Bee,0,0
South Somerset,Gwynne's Mining Bee,South Somerset Gwynne's Mining Bee,0,0
South Wiltshire,Gwynne's Mining Bee,South Wiltshire Gwynne's Mining Bee,0,0
South-east Yorkshire,Gwynne's Mining Bee,South-east Yorkshire Gwynne's Mining Bee,0,0
South-west Yorkshire,Gwynne's Mining Bee,South-west Yorkshire Gwynne's Mining Bee,0,0
Staffordshire,Gwynne's Mining Bee,Staffordshire Gwynne's Mining Bee,0,0
Stirlingshire,Gwynne's Mining Bee,Stirlingshire Gwynne's Mining Bee,0,0
Surrey,Gwynne's Mining Bee,Surrey Gwynne's Mining Bee,0,0
Sussex,Gwynne's Mining Bee,Sussex Gwynne's Mining Bee,0,0
Warwickshire,Gwynne's Mining Bee,Warwickshire Gwynne's Mining Bee,0,0
West Cornwall with Scilly,Gwynne's Mining Bee,West Cornwall with Scilly Gwynne's Mining Bee,0,0
West Gloucestershire,Gwynne's Mining Bee,West Gloucestershire Gwynne's Mining Bee,0,0
West Inverness-shire,Gwynne's Mining Bee,West Inverness-shire Gwynne's Mining Bee,0,0
West Kent,Gwynne's Mining Bee,West Kent Gwynne's Mining Bee,0,0
West Lancashire,Gwynne's Mining Bee,West Lancashire Gwynne's Mining Bee,0,0
West Norfolk,Gwynne's Mining Bee,West Norfolk Gwynne's Mining Bee,1,1
West Perthshire,Gwynne's Mining Bee,West Perthshire Gwynne's Mining Bee,0,0
West Suffolk,Gwynne's Mining Bee,West Suffolk Gwynne's Mining Bee,0,0
West Sussex,Gwynne's Mining Bee,West Sussex Gwynne's Mining Bee,0,0
Westmorland,Gwynne's Mining Bee,Westmorland Gwynne's Mining Bee,0,0
Worcestershire,Gwynne's Mining Bee,Worcestershire Gwynne's Mining Bee,0,0
Yorkshire,Gwynne's Mining Bee,Yorkshire Gwynne's Mining Bee,0,0
Aberdeenshire,Clarke's Mining Bee,Aberdeenshire Clarke's Mining Bee,0,0
Alderney,Clarke's Mining Bee,Alderney Clarke's Mining Bee,0,0
Angus,Clarke's Mining Bee,Angus Clarke's Mining Bee,0,0
Argyll & Bute,Clarke's Mining Bee,Argyll & Bute Clarke's Mining Bee,0,0
Argyllshire,Clarke's Mining Bee,Argyllshire Clarke's Mining Bee,0,0
Ayrshire,Clarke's Mining Bee,Ayrshire Clarke's Mining Bee,0,0
Bedfordshire,Clarke's Mining Bee,Bedfordshire Clarke's Mining Bee,0,0
Berkshire,Clarke's Mining Bee,Berkshire Clarke's Mining Bee,0,0
Berwickshire,Clarke's Mining Bee,Berwickshire Clarke's Mining Bee,0,0
Buckinghamshire,Clarke's Mining Bee,Buckinghamshire Clarke's Mining Bee,0,0
Caernarvonshire,Clarke's Mining Bee,Caernarvonshire Clarke's Mining Bee,0,0
Caithness,Clarke's Mining Bee,Caithness Clarke's Mining Bee,0,0
Camarthenshire,Clarke's Mining Bee,Camarthenshire Clarke's Mining Bee,0,0
Cambridgeshire,Clarke's Mining Bee,Cambridgeshire Clarke's Mining Bee,0,0
Cardiganshire,Clarke's Mining Bee,Cardiganshire Clarke's Mining Bee,0,0
Carmarthenshire,Clarke's Mining Bee,Carmarthenshire Clarke's Mining Bee,0,0
Ceredigion,Clarke's Mining Bee,Ceredigion Clarke's Mining Bee,0,0
Cheshire,Clarke's Mining Bee,Cheshire Clarke's Mining Bee,0,0
Clyde Isles,Clarke's Mining Bee,Clyde Isles Clarke's Mining Bee,0,0
Conwy,Clarke's Mining Bee,Conwy Clarke's Mining Bee,0,0
County Durham,Clarke's Mining Bee,County Durham Clarke's Mining Bee,0,0
Cumberland,Clarke's Mining Bee,Cumberland Clarke's Mining Bee,0,0
Denbighshire,Clarke's Mining Bee,Denbighshire Clarke's Mining Bee,0,0
Derbyshire,Clarke's Mining Bee,Derbyshire Clarke's Mining Bee,0,0
Dorset,Clarke's Mining Bee,Dorset Clarke's Mining Bee,0,0
Dumfriesshire,Clarke's Mining Bee,Dumfriesshire  Clarke's Mining Bee,0,0
Dunbartonshire,Clarke's Mining Bee,Dunbartonshire Clarke's Mining Bee,0,0
East Cornwall,Clarke's Mining Bee,East Cornwall Clarke's Mining Bee,0,0
East Gloucestershire,Clarke's Mining Bee,East Gloucestershire Clarke's Mining Bee,0,0
East Inverness-shire,Clarke's Mining Bee,East Inverness-shire Clarke's Mining Bee,0,0
East Kent,Clarke's Mining Bee,East Kent Clarke's Mining Bee,0,0
East Lothian,Clarke's Mining Bee,East Lothian Clarke's Mining Bee,0,0
East Norfolk,Clarke's Mining Bee,East Norfolk Clarke's Mining Bee,0,0
East Perthshire,Clarke's Mining Bee,East Perthshire Clarke's Mining Bee,0,0
East Suffolk,Clarke's Mining Bee,East Suffolk Clarke's Mining Bee,0,0
East Sussex,Clarke's Mining Bee,East Sussex Clarke's Mining Bee,0,0
East Sutherland,Clarke's Mining Bee,East Sutherland Clarke's Mining Bee,0,0
Fifeshire,Clarke's Mining Bee,Fifeshire Clarke's Mining Bee,0,0
Flintshire,Clarke's Mining Bee,Flintshire Clarke's Mining Bee,0,0
Glamorganshire,Clarke's Mining Bee,Glamorganshire Clarke's Mining Bee,0,0
Gwent,Clarke's Mining Bee,Gwent Clarke's Mining Bee,0,0
Herefordshire,Clarke's Mining Bee,Herefordshire Clarke's Mining Bee,0,0
Hertfordshire,Clarke's Mining Bee,Hertfordshire Clarke's Mining Bee,0,0
Huntingdonshire,Clarke's Mining Bee,Huntingdonshire Clarke's Mining Bee,0,0
Isle of Man,Clarke's Mining Bee,Isle of Man Clarke's Mining Bee,0,0
Isle of Wight,Clarke's Mining Bee,Isle of Wight Clarke's Mining Bee,0,0
Kincardineshire,Clarke's Mining Bee,Kincardineshire Clarke's Mining Bee,0,0
Kirkudbrightshire,Clarke's Mining Bee,Kirkudbrightshire Clarke's Mining Bee,0,0
